Beat,Chapter,Scene,Order,Character,Voice,Line,Words,Ordering,Cue,File
1,CH1 PROSPECT,First Apartment,167,Tony (the Prospect),player,I remember about half of that.,6,RUN — authored order,vo.photo.9,vo.photo.9.mp3
1,CH1 PROSPECT,First Apartment,168,Tony (the Prospect),player,"That was the night, that was.",6,RUN — authored order,vo.photo.10,vo.photo.10.mp3
1,CH1 PROSPECT,First Apartment,169,Tony (the Prospect),player,Look at the state of us.,6,RUN — authored order,vo.photo.11,vo.photo.11.mp3
1,CH1 PROSPECT,First Apartment,170,Tony (the Prospect),player,Good lads. All of them. Mostly.,6,RUN — authored order,vo.photo.12,vo.photo.12.mp3
1,CH1 PROSPECT,First Apartment,171,Tony (the Prospect),player,That is going to stay up there forever now.,9,RUN — authored order,vo.photo.13,vo.photo.13.mp3
1,CH1 PROSPECT,First Apartment,172,Tony (the Prospect),player,I have walked past that a thousand times.,8,RUN — authored order,vo.photo.14,vo.photo.14.mp3
1,CH1 PROSPECT,First Apartment,173,Tony (the Prospect),player,Been meaning to straighten that.,5,RUN — authored order,vo.photo.15,vo.photo.15.mp3
1,CH1 PROSPECT,First Apartment,174,Tony (the Prospect),player,"One of the good ones, that.",6,RUN — authored order,vo.photo.16,vo.photo.16.mp3
1,CH1 PROSPECT,First Apartment,175,Tony (the Prospect),player,Should get everyone together again.,5,RUN — authored order,vo.photo.17,vo.photo.17.mp3
1,CH1 PROSPECT,First Apartment,176,Tony (the Prospect),player,Nobody has aged well. Including me.,6,RUN — authored order,vo.photo.18,vo.photo.18.mp3
1,CH1 PROSPECT,First Apartment,177,Tony (the Prospect),player,All over the wall. Every time.,6,RUN — authored order,vo.glue.1,vo.glue.1.mp3
1,CH1 PROSPECT,First Apartment,178,Tony (the Prospect),player,That is the whole bottle. On the wall.,8,RUN — authored order,vo.glue.2,vo.glue.2.mp3
1,CH1 PROSPECT,First Apartment,179,Tony (the Prospect),player,"Well, the frame is not going anywhere now.",8,RUN — authored order,vo.glue.3,vo.glue.3.mp3
1,CH1 PROSPECT,First Apartment,180,Tony (the Prospect),player,Should have bought a new one months ago.,8,RUN — authored order,vo.glue.4,vo.glue.4.mp3
1,CH1 PROSPECT,First Apartment,181,Tony (the Prospect),player,"That is going to set like that. That is permanent, that is.",12,RUN — authored order,vo.glue.5,vo.glue.5.mp3
1,CH1 PROSPECT,First Apartment,182,Tony (the Prospect),player,Hands are stuck together. Brilliant.,5,RUN — authored order,vo.glue.6,vo.glue.6.mp3
1,CH1 PROSPECT,First Apartment,183,Tony (the Prospect),player,Hnngh. Come on. Come on.,5,RUN — authored order,vo.heave.a.1,vo.heave.a.1.mp3
1,CH1 PROSPECT,First Apartment,184,Tony (the Prospect),player,Nnngh. Nearly. Nearly.,3,RUN — authored order,vo.heave.b.1,vo.heave.b.1.mp3
1,CH1 PROSPECT,First Apartment,185,Tony (the Prospect),player,"Hhrrgh — that is it, that is it, oh—",9,RUN — authored order,vo.heave.c.1,vo.heave.c.1.mp3
1,CH1 PROSPECT,First Apartment,186,Tony (the Prospect),player,Wee woo.,2,RUN — authored order,vo.hunghigh.1,vo.hunghigh.1.mp3
1,CH1 PROSPECT,First Apartment,187,Tony (the Prospect),player,Oh my gosh.,3,RUN — authored order,vo.hunghigh.2,vo.hunghigh.2.mp3
1,CH1 PROSPECT,First Apartment,188,Tony (the Prospect),player,Who hung that. Who did that.,6,RUN — authored order,vo.hunghigh.3,vo.hunghigh.3.mp3
1,CH1 PROSPECT,First Apartment,189,Tony (the Prospect),player,It is a foot too high and it always will be.,11,RUN — authored order,vo.hunghigh.4,vo.hunghigh.4.mp3
1,CH1 PROSPECT,First Apartment,190,Tony (the Prospect),player,Nobody has ever been able to see it properly.,9,RUN — authored order,vo.hunghigh.5,vo.hunghigh.5.mp3
1,CH1 PROSPECT,First Apartment,191,Tony (the Prospect),player,That has been crooked since we put it up.,9,RUN — authored order,vo.hunghigh.6,vo.hunghigh.6.mp3
1,CH1 PROSPECT,First Apartment,192,Tony (the Prospect),player,I would need a chair. I am not getting a chair.,11,RUN — authored order,vo.hunghigh.7,vo.hunghigh.7.mp3
1,CH1 PROSPECT,First Apartment,193,Tony (the Prospect),player,One day I will sort that out. Not today.,9,RUN — authored order,vo.hunghigh.8,vo.hunghigh.8.mp3
1,CH1 PROSPECT,First Apartment,194,Tony (the Prospect),player,Wee woo. Every time I look at it.,8,RUN — authored order,vo.hunghigh.9,vo.hunghigh.9.mp3
1,CH1 PROSPECT,First Apartment,195,Tony (the Prospect),player,It is the principle of the thing now.,8,RUN — authored order,vo.hunghigh.10,vo.hunghigh.10.mp3
1,CH1 PROSPECT,First Apartment,196,Tony (the Prospect),player,"Straight. Glued to the wall, but straight.",7,RUN — authored order,vo.hungfixed.1,vo.hungfixed.1.mp3
1,CH1 PROSPECT,First Apartment,197,Tony (the Prospect),player,Wee woo. Still.,3,RUN — authored order,vo.hungfixed.2,vo.hungfixed.2.mp3
1,CH1 PROSPECT,First Apartment,198,Tony (the Prospect),player,"Not moving that again. Cannot, actually.",6,RUN — authored order,vo.hungfixed.3,vo.hungfixed.3.mp3
1,CH1 PROSPECT,First Apartment,199,Tony (the Prospect),player,It is level. Nobody needs to know how.,8,RUN — authored order,vo.hungfixed.4,vo.hungfixed.4.mp3
1,CH1 PROSPECT,First Apartment,200,Tony (the Prospect),player,Oh my gosh. Look at the state of it.,9,RUN — authored order,vo.hungfixed.5,vo.hungfixed.5.mp3
1,CH1 PROSPECT,First Apartment,201,Tony (the Prospect),player,Worth it. Mostly worth it.,5,RUN — authored order,vo.hungfixed.6,vo.hungfixed.6.mp3
1,CH1 PROSPECT,First Apartment,202,Tony (the Prospect),player,…Okay. That was extremely loud.,5,RUN — authored order,vo.gun.fire.1,vo.gun.fire.1.mp3
1,CH1 PROSPECT,First Apartment,203,Tony (the Prospect),player,The neighbours are going to have an opinion about that.,10,RUN — authored order,vo.gun.fire.2,vo.gun.fire.2.mp3
1,CH1 PROSPECT,First Apartment,204,Tony (the Prospect),player,That is coming out of the deposit.,7,RUN — authored order,vo.gun.fire.3,vo.gun.fire.3.mp3
1,CH1 PROSPECT,First Apartment,205,Tony (the Prospect),player,I would like to state that I did not think that would work.,13,RUN — authored order,vo.gun.fire.4,vo.gun.fire.4.mp3
1,CH1 PROSPECT,First Apartment,206,Tony (the Prospect),player,That is it. That is all of them.,8,RUN — authored order,vo.gun.empty.1,vo.gun.empty.1.mp3
1,CH1 PROSPECT,First Apartment,207,Tony (the Prospect),player,There is nothing in this flat that reloads that.,9,RUN — authored order,vo.gun.empty.2,vo.gun.empty.2.mp3
1,CH1 PROSPECT,First Apartment,208,Tony (the Prospect),player,Glad that works. I probably should not leave that running.,10,RUN — authored order,vo.tap.1,vo.tap.1.mp3
1,CH1 PROSPECT,First Apartment,209,Tony (the Prospect),player,Still got water. That is something.,6,RUN — authored order,vo.tap.2,vo.tap.2.mp3
1,CH1 PROSPECT,First Apartment,210,Tony (the Prospect),player,No reason for that. None at all.,7,RUN — authored order,vo.tap.3,vo.tap.3.mp3
1,CH1 PROSPECT,First Apartment,211,Tony (the Prospect),player,"I am going to leave that on for a bit, I think.",12,RUN — authored order,vo.tap.4,vo.tap.4.mp3
1,CH1 PROSPECT,First Apartment,212,Tony (the Prospect),player,Sent. Copied nobody. Perfect.,4,RUN — authored order,vo.hr.replied.1,vo.hr.replied.1.mp3
1,CH1 PROSPECT,First Apartment,213,Tony (the Prospect),player,I feel I struck the right tone there.,8,RUN — authored order,vo.hr.replied.2,vo.hr.replied.2.mp3
1,CH1 PROSPECT,First Apartment,214,Tony (the Prospect),player,That is the most honest thing I have written in four years.,12,RUN — authored order,vo.hr.replied.3,vo.hr.replied.3.mp3
1,CH1 PROSPECT,First Apartment,215,Tony (the Prospect),player,HR wants me on the late shift tomorrow. I should answer that first.,13,RUN — authored order,vo.door.hr.1,vo.door.hr.1.mp3
1,CH1 PROSPECT,First Apartment,216,Tony (the Prospect),player,There is an email downstairs in my brain I have not dealt with.,13,RUN — authored order,vo.door.hr.2,vo.door.hr.2.mp3
1,CH1 PROSPECT,First Apartment,217,Tony (the Prospect),player,Right off the top. That is the cream. That is the good bit.,13,RUN — authored order,vo.milk.1,vo.milk.1.mp3
1,CH1 PROSPECT,First Apartment,218,Tony (the Prospect),player,Unpasteurised. My gut is going to have an opinion about that.,11,RUN — authored order,vo.milk.2,vo.milk.2.mp3
1,CH1 PROSPECT,First Apartment,219,Tony (the Prospect),player,"Oh, that is farm. That is properly farm.",8,RUN — authored order,vo.milk.3,vo.milk.3.mp3
1,CH1 PROSPECT,First Apartment,220,Tony (the Prospect),player,"Not yet. He said he would ring, so he will ring.",11,RUN — authored order,vo.door.wait.1,vo.door.wait.1.mp3
1,CH1 PROSPECT,First Apartment,221,Tony (the Prospect),player,Turning up unasked is how you stop getting asked.,9,RUN — authored order,vo.door.wait.2,vo.door.wait.2.mp3
1,CH1 PROSPECT,First Apartment,222,Tony (the Prospect),player,I am not guessing. I have never once guessed right.,10,RUN — authored order,vo.door.wait.3,vo.door.wait.3.mp3
1,CH1 PROSPECT,First Apartment,223,Tony (the Prospect),player,Nothing is moving. Nothing has moved all morning.,8,RUN — authored order,vo.door.hint.poop.1,vo.door.hint.poop.1.mp3
1,CH1 PROSPECT,First Apartment,224,Tony (the Prospect),player,"A dart would sort that. Or a zyn. One of the two, and quickly.",14,RUN — authored order,vo.door.hint.poop.2,vo.door.hint.poop.2.mp3
1,CH1 PROSPECT,First Apartment,225,Tony (the Prospect),player,There is raw milk in the fridge. That has never once failed me.,13,RUN — authored order,vo.door.hint.poop.3,vo.door.hint.poop.3.mp3
1,CH1 PROSPECT,First Apartment,226,Tony (the Prospect),player,It’s a toilet. I’ve done this before. I’ve done this thousands of times.,13,RUN — authored order,vo.door.hint.piss.1,vo.door.hint.piss.1.mp3
1,CH1 PROSPECT,First Apartment,227,Tony (the Prospect),player,Bathroom. North door. It is not a maze.,8,RUN — authored order,vo.door.hint.piss.2,vo.door.hint.piss.2.mp3
1,CH1 PROSPECT,First Apartment,228,Tony (the Prospect),player,There are eggs in the fridge and a pan on the hob. Two minutes.,14,RUN — authored order,vo.door.hint.eat.1,vo.door.hint.eat.1.mp3
1,CH1 PROSPECT,First Apartment,229,Tony (the Prospect),player,Or there is a slice on the table. I am not proud.,12,RUN — authored order,vo.door.hint.eat.2,vo.door.hint.eat.2.mp3
1,CH1 PROSPECT,First Apartment,230,Tony (the Prospect),player,"Shower. I smell like a car. Not my car. Somebody else’s car, which is worse.",15,RUN — authored order,vo.door.hint.shower.1,vo.door.hint.shower.1.mp3
1,CH1 PROSPECT,First Apartment,231,Tony (the Prospect),player,The closet. The clothes are on the rail in the closet.,11,RUN — authored order,vo.door.hint.dressed.1,vo.door.hint.dressed.1.mp3
1,CH1 PROSPECT,First Apartment,232,Tony (the Prospect),player,…Huh.,1,RUN — authored order,vo.fired.1,vo.fired.1.mp3
1,CH1 PROSPECT,First Apartment,233,Tony (the Prospect),player,Four fifty-one in the morning. Somebody wrote that at four fifty-one in the morning.,14,RUN — authored order,vo.fired.2,vo.fired.2.mp3
1,CH1 PROSPECT,First Apartment,234,Tony (the Prospect),player,"Well. That is the day free, then.",7,RUN — authored order,vo.fired.3,vo.fired.3.mp3
1,CH1 PROSPECT,First Apartment,235,Tony (the Prospect),player,That is the sound of a bill.,7,RUN — authored order,vo.tap.5,vo.tap.5.mp3
1,CH1 PROSPECT,First Apartment,236,Tony (the Prospect),player,"Did that just… no. No, that was always like that.",10,RUN — authored order,vo.spooky.1,vo.spooky.1.mp3
1,CH1 PROSPECT,First Apartment,237,Tony (the Prospect),player,Old building.,2,RUN — authored order,vo.spooky.2,vo.spooky.2.mp3
1,CH1 PROSPECT,First Apartment,238,Tony (the Prospect),player,That is the fridge. That is definitely the fridge.,9,RUN — authored order,vo.spooky.3,vo.spooky.3.mp3
1,CH1 PROSPECT,First Apartment,239,Tony (the Prospect),player,I'm not turning round. There's no reason to turn round.,10,RUN — authored order,vo.spooky.4,vo.spooky.4.mp3
1,CH1 PROSPECT,First Apartment,240,Tony (the Prospect),player,Hello? …Right. Good. Great.,4,RUN — authored order,vo.spooky.5,vo.spooky.5.mp3
1,CH1 PROSPECT,First Apartment,241,Tony (the Prospect),player,I did that. I definitely did that earlier and forgot.,10,RUN — authored order,vo.spooky.6,vo.spooky.6.mp3
1,CH1 PROSPECT,First Apartment,242,Tony (the Prospect),player,Upstairs is allowed to walk around. That is what upstairs does.,11,RUN — authored order,vo.spooky.7,vo.spooky.7.mp3
1,CH1 PROSPECT,First Apartment,243,Tony (the Prospect),player,Okay so the clock is broken. Mystery solved. Moving on.,10,RUN — authored order,vo.spooky.8,vo.spooky.8.mp3
1,CH1 PROSPECT,First Apartment,244,Tony (the Prospect),player,I would like it on the record that I am extremely calm.,12,RUN — authored order,vo.spooky.9,vo.spooky.9.mp3
1,CH1 PROSPECT,First Apartment,245,Tony (the Prospect),player,Nope. Not tonight. Absolutely not tonight.,6,RUN — authored order,vo.spooky.10,vo.spooky.10.mp3
1,CH1 PROSPECT,First Apartment,246,Tony (the Prospect),player,That is a normal amount of nothing.,7,RUN — authored order,vo.spooky.11,vo.spooky.11.mp3
1,CH1 PROSPECT,First Apartment,247,Tony (the Prospect),player,"See, this is why I don't do this on a weeknight.",11,RUN — authored order,vo.spooky.12,vo.spooky.12.mp3
1,CH1 PROSPECT,First Apartment,248,Tony (the Prospect),player,He emailed twice about meeting minutes. This is apparently an emergency.,11,RUN — authored order,vo.mail.booski.1,vo.mail.booski.1.mp3
1,CH1 PROSPECT,First Apartment,249,Tony (the Prospect),player,"Right. Well. Now I have to actually go to a meeting, do not I.",14,RUN — authored order,vo.mail.booski.2,vo.mail.booski.2.mp3
1,CH1 PROSPECT,First Apartment,250,Tony (the Prospect),player,"Cheers, Booski.",2,RUN — authored order,vo.mail.booski.3,vo.mail.booski.3.mp3
1,CH1 PROSPECT,First Apartment,251,Tony (the Prospect),player,Period much?,2,RUN — authored order,vo.mail.hate.1,vo.mail.hate.1.mp3
1,CH1 PROSPECT,First Apartment,252,Tony (the Prospect),player,Period much? …That was uncalled for. From both of us.,10,RUN — authored order,vo.mail.hate.2,vo.mail.hate.2.mp3
1,CH1 PROSPECT,First Apartment,253,Tony (the Prospect),player,Nobody there likes me. Noted. Added to the list.,9,RUN — authored order,vo.mail.hate.3,vo.mail.hate.3.mp3
1,CH1 PROSPECT,First Apartment,254,Tony (the Prospect),player,She was awake at four in the morning to type that. I am the one with the problem.,18,RUN — authored order,vo.mail.hate.4,vo.mail.hate.4.mp3
1,CH1 PROSPECT,First Apartment,255,Tony (the Prospect),player,He said he would sort it. He says that.,9,RUN — authored order,vo.mail.ape.1,vo.mail.ape.1.mp3
1,CH1 PROSPECT,First Apartment,256,Tony (the Prospect),player,So I am bringing it. Obviously I am bringing it.,10,RUN — authored order,vo.mail.ape.2,vo.mail.ape.2.mp3
1,CH1 PROSPECT,First Apartment,257,Tony (the Prospect),player,"""More than none, which is what I currently have."" Brilliant.",10,RUN — authored order,vo.mail.ape.3,vo.mail.ape.3.mp3
1,CH1 PROSPECT,First Apartment,258,Tony (the Prospect),player,Forty one thousand people reviewed this. Overwhelmingly positive.,8,RUN — authored order,vo.mail.irish.1,vo.mail.irish.1.mp3
1,CH1 PROSPECT,First Apartment,259,Tony (the Prospect),player,"He bought it, then read what it was, and sent it anyway.",12,RUN — authored order,vo.mail.irish.2,vo.mail.irish.2.mp3
1,CH1 PROSPECT,First Apartment,260,Tony (the Prospect),player,"That is in my library now. That is on my account, permanently.",12,RUN — authored order,vo.mail.irish.3,vo.mail.irish.3.mp3
1,CH1 PROSPECT,First Apartment,261,Tony (the Prospect),player,"The bit at the end was almost normal, to be fair to him.",13,RUN — authored order,vo.mail.irish.4,vo.mail.irish.4.mp3
1,CH1 PROSPECT,First Apartment,262,Tony (the Prospect),player,Cold. As intended.,3,RUN — authored order,vo.slice.1,vo.slice.1.mp3
1,CH1 PROSPECT,First Apartment,263,Tony (the Prospect),player,That is breakfast. That is a breakfast.,7,RUN — authored order,vo.slice.2,vo.slice.2.mp3
1,CH1 PROSPECT,First Apartment,264,Tony (the Prospect),player,I would like to thank whoever I was last night.,10,RUN — authored order,vo.slice.3,vo.slice.3.mp3
1,CH1 PROSPECT,First Apartment,265,Tony (the Prospect),player,Right. Why do I have these.,6,RUN — authored order,vo.ammo.1,vo.ammo.1.mp3
1,CH1 PROSPECT,First Apartment,266,Tony (the Prospect),player,In the bedside table. Next to the charger.,8,RUN — authored order,vo.ammo.2,vo.ammo.2.mp3
1,CH1 PROSPECT,First Apartment,267,Tony (the Prospect),player,I have absolutely no memory of buying these.,8,RUN — authored order,vo.ammo.3,vo.ammo.3.mp3
1,CH1 PROSPECT,First Apartment,268,Tony (the Prospect),player,There. Fully operational again. Wonderful.,5,RUN — authored order,vo.gun.reload.1,vo.gun.reload.1.mp3
1,CH1 PROSPECT,First Apartment,269,Tony (the Prospect),player,I want it noted that I know how to do this and that is its own problem.,17,RUN — authored order,vo.gun.reload.2,vo.gun.reload.2.mp3
1,CH1 PROSPECT,First Apartment,270,BIG UNCLE LOU SPUTTHOLE,lou1,Kid. You awake?,3,RUN — authored order,vo.call.lou.bada_bing.1,vo.call.lou.bada_bing.1.mp3
1,CH1 PROSPECT,First Apartment,271,BIG UNCLE LOU SPUTTHOLE,lou1,Meet me at the Bada Bing. Back office.,8,RUN — authored order,vo.call.lou.bada_bing.2,vo.call.lou.bada_bing.2.mp3
1,CH1 PROSPECT,First Apartment,272,BIG UNCLE LOU SPUTTHOLE,lou1,"I’ve a thing here for you and it needs doin’ tonight. Not tomorrow. Tonight, before it turns into somethin’ worse.",20,RUN — authored order,vo.call.lou.bada_bing.3,vo.call.lou.bada_bing.3.mp3
1,CH1 PROSPECT,First Apartment,273,BIG UNCLE LOU SPUTTHOLE,lou1,"Eat, shower, and put on something clean before you come down. I am serious.",14,RUN — authored order,vo.call.lou.bada_bing.4,vo.call.lou.bada_bing.4.mp3
1,CH1 PROSPECT,First Apartment,274,Tony (the Prospect),player,I am now.,3,RUN — authored order,vo.call.lou.bada_bing.tony.1,vo.call.lou.bada_bing.tony.1.mp3
1,CH1 PROSPECT,First Apartment,275,Tony (the Prospect),player,The back office. Right.,4,RUN — authored order,vo.call.lou.bada_bing.tony.2,vo.call.lou.bada_bing.tony.2.mp3
1,CH1 PROSPECT,First Apartment,276,Tony (the Prospect),player,Handled how?,2,RUN — authored order,vo.call.lou.bada_bing.tony.3,vo.call.lou.bada_bing.tony.3.mp3
1,CH1 PROSPECT,First Apartment,277,Tony (the Prospect),player,"Eat, shower, clean shirt. I can do that.",8,RUN — authored order,vo.call.lou.bada_bing.tony.4,vo.call.lou.bada_bing.tony.4.mp3
1,CH1 PROSPECT,First Apartment,278,PROVISIONAL casting,hr,Hi! Just following up on my email.,7,RUN — authored order,vo.call.hr.1,vo.call.hr.1.mp3
1,CH1 PROSPECT,First Apartment,279,PROVISIONAL casting,hr,It looks like the message I received back from you may have been sent in error.,16,RUN — authored order,vo.call.hr.2,vo.call.hr.2.mp3
1,CH1 PROSPECT,First Apartment,280,PROVISIONAL casting,hr,I am going to log it as a system fault and we will say no more about it.,18,RUN — authored order,vo.call.hr.3,vo.call.hr.3.mp3
